claim,source,date,label
Official Navy photographs show an unidentified flying object in the Arctic Ocean in 1971.,Facebook posts,"By Mia Penner • July 11, 2024",Mostly True
“Every single McDonald’s french fry comes exclusively from potatoes grown on Bill Gates-owned farmland.”,Facebook posts,"By Loreben Tuquero • July 11, 2024",Mostly True
"Black women in the U.S. are “three to four times more likely to die in connection with childbirth than other women.""",Kamala Harris,"By Samantha Putterman • July 11, 2024",Mostly True
“Deadlines have passed in … Wisconsin” to replace President Joe Biden on the ballot.,X posts,"By Hope Karnopp • July 11, 2024",Mostly True
"Kamala Harris ""co-sponsored, fully sponsored"" the Green New Deal.",Byron Donalds,"By Louis Jacobson • July 10, 2024",Mostly True
"""Miami Dolphins QB Tua Tagovailoa” had a “front-row seat” reserved at Donald Trump’s Miami rally.",TikTok posts,"By Jeff Cercone • July 10, 2024",Mostly True
Video shows Elon Musk saying Oreos are “satanic.”,Viral image,"By Ciara O'Rourke • July 10, 2024",Mostly True
"“Elective abortions up to and including the moment of birth. Healthy, 9-month-year-old baby killed at the moment of birth. That’s what Jon Tester and the Democrats have voted for.”",Tim Sheehy,"By Matt Volz • July 10, 2024",Mostly True
"Video shows “huge green coloured meteor” on July 7, 2024, in Budapest, Hungary.",Threads posts,"By Grace Abels • July 9, 2024",Mostly True
CNN reported July 3 that “Joe has decided to drop out of the 2024 Presidential race and will be replaced by Hunter Biden.”,Threads posts,"By Madison Czopek • July 9, 2024",Mostly True
“The New York Times has closed its main Threads account.”,Threads posts,"By Kwasi Gyamfi Asiedu • July 9, 2024",Mostly True
“Officially; Lia Thomas has lost every title.”,Viral image,"By Ciara O'Rourke • July 9, 2024",Mostly True
Video shows tornado caused by Hurricane Beryl in July 2024.,Facebook posts,"By Madison Czopek • July 9, 2024",Mostly True
"La compañía Fisher-Price creó un juguete ""Ouija para niños”.",Facebook posts,"By Maria Briceño • July 9, 2024",Mostly True
"Video shows “Florida beach tornado” July 7, 2024",Viral image,"By Ciara O'Rourke • July 8, 2024",Mostly True
Photo shows Mount Etna erupting in Sicily in July 2024.,Facebook posts,"By Loreben Tuquero • July 8, 2024",Mostly True
President Joe Biden had a “medical emergency on Air Force One” on July 5.,Instagram posts,"By Ranjan Jindal • July 8, 2024",Mostly True
The Associated Press reported “prosecutors are reconsidering bringing charges against former President Donald J. Trump on child rape and molestation charges.”,Threads posts,"By Ciara O'Rourke • July 8, 2024",Mostly True
Project 2025 mandates women carry “period passports” to “track their menstrual cycles” and “monitor pregnancies.”,Threads posts,"By Jeff Cercone • July 8, 2024",Mostly True
“Roundabouts are causing tornadoes.”,Viral image,"By Ciara O'Rourke • July 5, 2024",Mostly True
"A McDonald’s billboard said, “Hey crypto bro’s we are hiring.”",Viral image,"By Ciara O'Rourke • July 5, 2024",Mostly True
"“In official capacity, Biden orders DOJ to arrest 6 justices of SCOTUS.”",Viral image,"By Ciara O'Rourke • July 5, 2024",Mostly True
"La comunidad de hispanos se puede beneficiar de una ""Nueva ley de prosperidad nacional elimina hasta 47,000 en deudas de tarjetas de crédito"".",Facebook posts,"By Maria Briceño • July 5, 2024",Mostly True
"Photo shows “Roman tidal baths in Malta, still at sea level after thousands of years!”",Facebook posts,"By Ciara O'Rourke • July 5, 2024",Mostly True
“Disney and Google bought the rights to the first King James Bible.”,Facebook posts,"By Ciara O'Rourke • July 5, 2024",Mostly True
"""For 18 months under President Trump, not a single American was harmed in Afghanistan.”",Brigitte Gabriel,"By Jeff Cercone • July 5, 2024",Mostly True
C-sections are coded as abortions in hospitals.,Threads posts,"By Samantha Putterman • July 5, 2024",Mostly True
"""Huracán Beryl pasado por la isla Canarias todo quedo bajo Agua y Horacio por todo la isla afectada "".",Threads posts,"By Maria Briceño • July 3, 2024",Mostly True
“Riley Gaines won $10 million against Whoopi Goldberg for defaming her reputation.”,Facebook posts,"By Ciara O'Rourke • July 3, 2024",Mostly True
"Activistas de Just Stop Oil ""han rociado con pintura naranja el avión de Taylor Swift, en el aeródromo privado de Stansted, en el Reino Unido"".",Facebook posts,"By Marta Campabadal Graus • July 3, 2024",Mostly True
"""Malaysia Airlines Flight MH370 returns after 10-year mystery""",Facebook posts,"By Grace Abels • July 3, 2024",Mostly True
"“En la última conferencia médica en Estados Unidos, el Dr. Juan Rivera presentó una nueva terapia que ha sido validada y demostrada efectiva para manejar el tinnitus”.",Facebook posts,"By Maria Briceño • July 3, 2024",Mostly True
"""President Zelenskyy’s wife orders 4 million dollar Bugatti” in Paris with U.S. tax money.",Instagram posts,"By Jeff Cercone • July 3, 2024",Mostly True
“Planes full of unvetted ‘refugees’ are being accepted at the Milw. & Madison airports!”,Juneau County Wisconsin Republicans .,"By Sophie Carson • July 3, 2024",Mostly True
Video shows Dr. Ben Carson promoting an erectile dysfunction treatment.,Viral image,"By Ciara O'Rourke • July 3, 2024",Mostly True
“WNBA organizers have officially announced an investigation into the referees in all of Caitlin Clark's games for ignoring all dirty actions by her opponents against her.”,Facebook posts,"By Ciara O'Rourke • July 3, 2024",Mostly True
Michael J. Fox “doesn’t have Parkinson’s disease.”,Viral image,"By Ciara O'Rourke • July 3, 2024",Mostly True
“Just Stop Oil activists paint Taylor Swift’s private jets.”,Viral image,"By Ciara O'Rourke • July 3, 2024",Mostly True
"“R. Kelly has been released from United States of America Federal Prison, Chicago.”",Instagram posts,"By Ciara O'Rourke • July 3, 2024",Mostly True
"Border Patrol agents take migrants ""to the Yuma airport, put them on a plane to any destination they want. ... And they pay their ticket. And then they get reimbursement from FEMA.""",Robert F. Kennedy Jr.,"By Maria Ramirez Uribe • July 3, 2024",Mostly True
El 30 de junio de 2024  falleció el expresidente de Estados Unidos Barack Obama.,Facebook posts,"By Maria Briceño • July 2, 2024",Mostly True
"A 2019 clip from the show “Project Runway,” with a face mask and a designer named Kovid, is proof that the COVID-19 pandemic was a hoax.",Instagram posts,"By Mia Penner • July 2, 2024",Mostly True
"Photo shows a missing child in Pike County, Missouri.",Facebook posts,"By Ciara O'Rourke • July 2, 2024",Mostly True
The city of San Francisco posted street signs warning that “stolen goods must remain under $950.”,Instagram posts,"By Jeff Cercone • July 2, 2024",Mostly True
"“Gordon Ramsay kicks Lia Thomas out of his restaurant, 'Dine in some woke place.'""",Facebook posts,"By Grace Abels • July 2, 2024",Mostly True
"“The weapons that Ukraine used in the early days of this war to fend off the Russian invasion are the weapons that Donald Trump sent, that Barack Obama and Joe Biden had refused to send.”",Tom Cotton,"By Amy Sherman • July 2, 2024",Mostly True
A jury “ordered Disney and Lucasfilm to pay” actor Gina Carano $115 million.,Facebook posts,"By Grace Abels • July 1, 2024",Mostly True
"Says as of June 30, “the decision has been made that (President Joe Biden) will quit the campaign.”",Bill O'Reilly,"By Sara Swann • July 1, 2024",Mostly True
"“Nuevo programa en línea está enviando a estudiantes laptops Apple gratis y subvenciones en efectivo"".",Facebook posts,"By Marta Campabadal Graus • July 1, 2024",Mostly True
"Chiefs' Coach Andy Reid ""fires 3 top players for anthem kneeling.""",Facebook posts,"By Mia Penner • July 1, 2024",Mostly True
"""No live audience” at CNN debate means “We are watching a scripted movie.”",Instagram posts,"By Jeff Cercone • July 1, 2024",Mostly True
"""There were 42,000 people diagnosed with (an) STD in Houston” in one week.",Instagram posts,"By Jeff Cercone • June 28, 2024",Mostly True
“Actor and comedian Tim Allen died suddenly” in a “fatal car accident.”,Facebook posts,"By Grace Abels • June 28, 2024",Mostly True
The Gates Foundation “awarded $9.5 million to UW-Madison to make H5N1 bird flu transmissible to humans.”,Instagram posts,"By Madison Czopek • June 28, 2024",Mostly True
“Under (the Biden) administration we have witnessed the fastest growth of Black-owned small businesses in more than 30 years.”,David Crowley,"By Vanessa Swales • June 28, 2024",Mostly True
"CNN's David Chalian referred to Michelle Obama as ""Big Mike"" on air during presidential debate coverage.",TikTok posts,"By Mia Penner • June 28, 2024",Mostly True
Photo shows a Houston woman baking bread in her mailbox.,Facebook posts,"By Ranjan Jindal • June 28, 2024",Mostly True
Wisconsin had a “record-breaking year” for tourism in 2023.,Tony Evers,"By Hope Karnopp • June 28, 2024",Mostly True
"“CNN will implement a 1-2 minute delay for tonight’s presidential debate instead of the standard 7-second delay, potentially allowing time to edit parts of the broadcast.”",X posts,"By Jeff Cercone • June 28, 2024",Mostly True
"""Hospitals murdered patients” with remdesivir, a drug banned from Ebola trials because of “53% kill rate.”",Instagram posts,"By Jeff Cercone • June 27, 2024",Mostly True
"“Starting from June 2024, the United States will provide a six-month free CDL course.”",Facebook posts,"By Madison Czopek • June 27, 2024",Mostly True
Former President Donald Trump is “against mail in voting.”,Pennsylvania Values PAC,"By Mia Penner • June 26, 2024",Mostly True
CERN scientists admit they “accidentally” ended the world in 2012 while performing experiments into the Higgs boson particle.,Threads posts,"By Grace Abels • June 26, 2024",Mostly True
Foto muestra a un delfín rosado en la costa de Carolina del Norte.,Facebook posts,"By Maria Briceño • June 26, 2024",Mostly True
Image shows Disney+ poster for new “Vader” show.,Facebook posts,"By Ciara O'Rourke • June 25, 2024",Mostly True
“Brittney Griner asked Angel Reese instead of Caitlin Clark to compete in the 3x3 Olympics.”,Threads posts,"By Ciara O'Rourke • June 25, 2024",Mostly True
“Candace Owens vows to have Taylor Swift banned from next NFL season.”,Facebook posts,"By Ciara O'Rourke • June 25, 2024",Mostly True
"""Ahora mismo al abrir una cuenta bancaria en línea recibirás $1,000 listos para ser retirados, no hay depósito ni tarifas ocultas"".",Facebook posts,"By Maria Briceño • June 25, 2024",Mostly True
“Lia Thomas ordered to compete with men.”,Facebook posts,"By Ciara O'Rourke • June 25, 2024",Mostly True
“Lia Thomas announces retirement from competitive swimming.”,Viral image,"By Ciara O'Rourke • June 25, 2024",Mostly True
"“Lia Thomas declares: ‘In our country, only people like (Harrison) Butker have a place — I’m leaving the USA.”",Viral image,"By Ciara O'Rourke • June 25, 2024",Mostly True
"The U.S. House “has authorized a new $1,000 stimulus card program to support those in need.”",Facebook posts,"By Kwasi Gyamfi Asiedu • June 25, 2024",Mostly True
"Video muestra a Rita Moreno hablando con Jorge Ramos sobre un ""método natural"" para tratar la diabetes.",Facebook posts,"By Maria Briceño • June 24, 2024",Mostly True
“Congresswoman (Anna Paulina) Luna confirms that Biden will be replaced on 2024 ballot.”,Instagram posts,"By Jeff Cercone • June 24, 2024",Mostly True
Video shows a banner with Iran’s supreme leader displayed at the Brooklyn Museum.,Instagram posts,"By Madison Czopek • June 24, 2024",Mostly True
Photo shows a pink dolphin spotted off the North Carolina coast.,Facebook posts,"By Sara Swann • June 24, 2024",Mostly True
“Caitlin Clark rejects $400 million deal from Nike” saying “not with that Kaepernick clown.’”,Facebook posts,"By Grace Abels • June 24, 2024",Mostly True
Video shows “fences have been installed around the Supreme Court” in 2024.,Viral image,"By Ciara O'Rourke • June 24, 2024",Mostly True
All men aged 18 to 26 “have been automatically registered in the U.S. Army.”,Threads posts,"By Loreben Tuquero • June 24, 2024",Mostly True
