ID,Headline,Description,Source,Category,Year,Fact-Check Label,Link
675,Breaking: Government removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Health,2025,Mostly False,https://www.politifact.com/factchecks/8062/
676,Breaking: Company introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Fake,https://www.politifact.com/factchecks/9284/
677,Breaking: Company bans law,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Health,2025,Mostly False,https://www.politifact.com/factchecks/1211/
678,Breaking: Government bans product,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/8935/
679,Breaking: Celebrity introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/1729/
680,Breaking: Company removes policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Mostly False,https://www.politifact.com/factchecks/4382/
681,Breaking: Celebrity introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Climate,2025,Fake,https://www.politifact.com/factchecks/2147/
682,Breaking: Company bans product,"This news article claims that a major event has occurred, but experts have debunked it.",ConspiracyNews2025.com,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/9540/
683,Breaking: Company introduces law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Fake,https://www.politifact.com/factchecks/5847/
684,Breaking: Government introduces policy,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,World,2025,Mostly False,https://www.politifact.com/factchecks/6839/
685,Breaking: Company introduces product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Climate,2025,Fake,https://www.politifact.com/factchecks/8245/
686,Breaking: Company introduces policy,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Mostly False,https://www.politifact.com/factchecks/9237/
687,Breaking: Company introduces law,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/6158/
688,Breaking: Government bans policy,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Mostly False,https://www.politifact.com/factchecks/6776/
689,Breaking: Government bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",AltRealityNews,Finance,2025,Mostly False,https://www.politifact.com/factchecks/7184/
690,Breaking: Company bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",MisinfoReport,Politics,2025,Pants on Fire,https://www.politifact.com/factchecks/6295/
691,Breaking: Government removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Pants on Fire,https://www.politifact.com/factchecks/2301/
692,Breaking: Celebrity introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FakeTimes,Technology,2025,Fake,https://www.politifact.com/factchecks/1900/
693,Breaking: Company removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Fake,https://www.politifact.com/factchecks/3615/
694,Breaking: Company introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Finance,2025,Mostly False,https://www.politifact.com/factchecks/9062/
695,Breaking: Company removes product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",ConspiracyNews2025.com,World,2025,Fake,https://www.politifact.com/factchecks/2581/
696,Breaking: Celebrity removes policy,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Mostly False,https://www.politifact.com/factchecks/9413/
697,Breaking: Government bans policy,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Technology,2025,Mostly False,https://www.politifact.com/factchecks/5912/
698,Breaking: Government bans product,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",AltRealityNews,Sports,2025,Mostly False,https://www.politifact.com/factchecks/1668/
699,Breaking: Government introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",ConspiracyNews2025.com,Sports,2025,Fake,https://www.politifact.com/factchecks/8556/
700,Breaking: Company introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Fake,https://www.politifact.com/factchecks/8220/
701,Breaking: Company removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",AltRealityNews,Health,2025,Fake,https://www.politifact.com/factchecks/3166/
702,Breaking: Government removes product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Finance,2025,Mostly False,https://www.politifact.com/factchecks/8656/
703,Breaking: Celebrity removes law,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Climate,2025,Mostly False,https://www.politifact.com/factchecks/8822/
704,Breaking: Company bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",FakeTimes,Politics,2025,Fake,https://www.politifact.com/factchecks/7741/
705,Breaking: Celebrity bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Politics,2025,Fake,https://www.politifact.com/factchecks/6640/
706,Breaking: Government bans policy,"This news article claims that a new policy has occurred, but experts have debunked it.",Unknown Blog,Politics,2025,Mostly False,https://www.politifact.com/factchecks/7058/
707,Breaking: Government bans product,"This news article claims that a new policy has occurred, but experts have debunked it.",ConspiracyNews2025.com,Climate,2025,Fake,https://www.politifact.com/factchecks/4807/
708,Breaking: Celebrity introduces policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Mostly False,https://www.politifact.com/factchecks/7233/
709,Breaking: Government bans product,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,Sports,2025,Mostly False,https://www.politifact.com/factchecks/5865/
710,Breaking: Government removes product,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/8783/
711,Breaking: Celebrity removes law,"This news article claims that a major event has occurred, but experts have debunked it.",Unknown Blog,Finance,2025,Mostly False,https://www.politifact.com/factchecks/5652/
712,Breaking: Government bans policy,"This news article claims that a scientific breakthrough has occurred, but experts have debunked it.",Unknown Blog,Entertainment,2025,Mostly False,https://www.politifact.com/factchecks/4932/
713,Breaking: Celebrity introduces law,"This news article claims that a scandal has occurred, but experts have debunked it.",Unknown Blog,Sports,2025,Pants on Fire,https://www.politifact.com/factchecks/4345/
714,Breaking: Government introduces policy,"This news article claims that a new policy has occurred, but experts have debunked it.",FalseDaily,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/1696/
715,Breaking: Government introduces law,"This news article claims that a new policy has occurred, but experts have debunked it.",MisinfoReport,Finance,2025,Pants on Fire,https://www.politifact.com/factchecks/3135/
716,Breaking: Government removes law,"This news article claims that a major event has occurred, but experts have debunked it.",FalseDaily,World,2025,Mostly False,https://www.politifact.com/factchecks/5079/
